"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Schreiber, John",670167,NYY,SI,Sinker,1.6,4,221,23.9,65,0.286,0.339,0.324,14.1,3.1,6.1,0.315,0.455,0.371,45.5
"Holton, Tyler",663947,DET,SI,Sinker,0.5,1,218,20.2,65,0.328,0.431,0.372,10.9,10.8,21.2,0.287,0.407,0.342,41.2
"Sterner, Justin",686993,ATH,FC,Cutter,-1.3,-3,224,30.9,65,0.333,0.55,0.42,31.2,15.4,17.9,0.244,0.427,0.306,43.1
"Fermin, José",820862,LAA,SI,Sinker,0.1,0,280,30.5,64,0.302,0.434,0.384,18.5,12.5,10.8,0.285,0.379,0.359,42.2
"Kolek, Stephen",663568,KC,SI,Sinker,-1.3,-2,182,21.7,64,0.322,0.525,0.409,5.6,6.3,10.5,0.275,0.375,0.314,47.3
"Jax, Griffin",643377,TB,FF,4-Seam Fastball,-0.7,-2,273,17.8,64,0.246,0.491,0.342,26.8,26.6,17.5,0.229,0.494,0.342,43.9
"Hanifee, Brenan",669724,DET,SI,Sinker,-0.1,0,195,60.7,64,0.316,0.474,0.381,10.2,4.7,7.7,0.327,0.414,0.359,45.5
"Nance, Tommy",667297,MIN,CU,Curveball,1.2,3,254,28.5,64,0.136,0.153,0.176,23.5,45.3,20.6,0.147,0.17,0.173,25.8
"Hoppe, Alex",695380,BAL,SL,Slider,-1.5,-4,261,37.9,64,0.254,0.407,0.334,40.4,35.9,23.5,0.254,0.365,0.29,56.8
"Vesia, Alex",681911,LAD,SL,Slider,1.9,6,286,31.4,64,0.145,0.255,0.248,40.7,39.1,25.5,0.146,0.264,0.247,25.8
"Hall, DL",669084,MIL,SI,Sinker,1.9,5,293,34.9,64,0.157,0.157,0.262,9.9,9.4,10.7,0.269,0.353,0.348,30.4
"Assad, Javier",665871,CHC,FF,4-Seam Fastball,0.0,0,263,18.7,64,0.259,0.517,0.357,18.4,14.1,12.3,0.298,0.548,0.386,48.0
"Tidwell, Blade",694918,SF,FF,4-Seam Fastball,-1.2,-3,266,33.0,63,0.28,0.54,0.42,19.4,15.9,13.2,0.263,0.524,0.407,50.0
"Speier, Gabe",642100,SEA,FF,4-Seam Fastball,3.0,7,238,38.8,63,0.105,0.228,0.176,30.5,38.1,23.1,0.156,0.347,0.243,34.3
"Milner, Hoby",571948,SEA,SI,Sinker,0.1,0,249,40.6,63,0.339,0.576,0.401,17.6,7.9,11.6,0.369,0.609,0.432,46.4
"Lord, Brad",695418,WSH,SL,Slider,-1.8,-5,274,20.1,63,0.286,0.429,0.381,23.1,17.5,11.0,0.277,0.472,0.363,48.9
"Agnos, Zach",688642,COL,SI,Sinker,-1.1,-2,180,13.3,63,0.382,0.509,0.395,3.2,3.2,7.7,0.332,0.447,0.373,42.9
"Burke, Brock",656271,CIN,SL,Slider,0.6,2,314,28.1,63,0.158,0.298,0.252,38.8,30.2,27.9,0.197,0.38,0.281,30.8
"Ray, Robbie",592662,SD,CU,Curveball,1.4,5,318,11.9,63,0.169,0.254,0.216,38.0,27.0,21.3,0.205,0.276,0.239,38.1
"Liberatore, Matthew",669461,STL,CU,Curveball,-0.8,-4,432,17.6,63,0.186,0.424,0.271,40.7,50.8,20.6,0.186,0.347,0.245,35.7
"Erceg, Lucas",668674,KC,SL,Slider,-1.6,-4,234,28.4,63,0.241,0.352,0.309,29.6,27.0,15.2,0.174,0.213,0.239,28.9
"Griffin, Foster",656492,CLE,CU,Curveball,-3.7,-9,247,9.3,63,0.371,0.613,0.429,24.1,20.6,18.6,0.329,0.542,0.366,42.0
"Soto, Gregory",642397,PIT,SL,Slider,2.7,8,288,28.1,63,0.117,0.167,0.15,44.9,47.6,26.3,0.109,0.149,0.14,10.0
"Madden, Ty",680744,DET,FF,4-Seam Fastball,0.8,2,216,33.4,63,0.222,0.333,0.321,17.8,20.6,20.0,0.183,0.271,0.267,39.0
"Mederos, Victor",682989,ATL,FC,Cutter,0.8,2,241,47.9,63,0.182,0.364,0.302,33.6,23.8,21.1,0.211,0.345,0.295,35.0
"Petersen, Michael",656848,MIA,SL,Slider,1.0,3,266,27.0,63,0.217,0.333,0.248,38.6,33.3,25.9,0.201,0.305,0.24,38.5
"Rodríguez, Elmer",695684,NYY,SI,Sinker,0.0,0,229,46.1,63,0.314,0.373,0.367,16.1,7.9,10.0,0.312,0.431,0.4,36.2
"Pérez, Eury",691587,MIA,ST,Sweeper,0.7,2,311,13.2,63,0.197,0.344,0.245,40.8,38.1,20.9,0.175,0.307,0.222,24.3
"Seymour, Ian",693855,TB,SI,Sinker,0.4,1,293,15.4,63,0.333,0.544,0.402,9.6,4.8,8.6,0.311,0.508,0.379,32.7
"Quintana, Jose",500779,COL,FF,4-Seam Fastball,-0.1,0,204,29.7,62,0.288,0.481,0.361,18.9,12.9,12.1,0.265,0.413,0.328,34.0
"Gómez, Yoendrys",672782,MIN,ST,Sweeper,0.7,2,239,23.6,62,0.18,0.262,0.189,38.7,38.7,20.9,0.163,0.283,0.2,36.8
"Lange, Alex",656638,KC,SI,Sinker,-2.1,-5,242,23.5,62,0.3,0.6,0.441,19.4,17.7,28.2,0.293,0.49,0.405,51.3
"Sommers, Drew",805427,DET,SI,Sinker,0.3,1,242,43.0,62,0.28,0.3,0.353,15.4,19.4,23.1,0.205,0.24,0.286,23.1
"Sandoval, Patrick",663776,BOS,FF,4-Seam Fastball,-1.1,-2,205,21.6,62,0.407,0.648,0.485,16.1,12.9,25.0,0.325,0.524,0.406,43.5
"Ryan, Joe",657746,MIN,SI,Sinker,-0.6,-1,205,9.5,62,0.345,0.527,0.39,8.1,14.5,15.8,0.291,0.499,0.377,50.0
"Booser, Cam",592155,TB,FF,4-Seam Fastball,2.8,7,241,47.2,62,0.19,0.241,0.199,24.8,24.2,21.4,0.236,0.36,0.266,44.4
"Giolito, Lucas",608337,SD,FF,4-Seam Fastball,-0.4,-1,229,41.6,62,0.319,0.404,0.41,16.7,8.1,10.9,0.323,0.495,0.434,64.3
"Corbin, Patrick",571578,TOR,FC,Cutter,-3.5,-8,214,15.2,62,0.462,0.788,0.561,13.8,4.8,8.1,0.376,0.719,0.487,56.9
"Buehler, Walker",621111,SD,SL,Slider,2.5,6,239,10.2,62,0.133,0.233,0.174,25.0,30.6,22.6,0.181,0.336,0.233,43.9
"Petty, Chase",695534,CIN,SI,Sinker,0.1,0,164,34.4,62,0.302,0.547,0.42,9.3,3.2,8.7,0.317,0.559,0.424,42.3
"Klein, Will",694361,LAD,ST,Sweeper,1.0,2,216,28.3,62,0.236,0.273,0.279,28.2,32.3,24.4,0.216,0.267,0.264,25.7
"Ashcraft, Graham",668933,CIN,FC,Cutter,-0.9,-2,255,52.3,62,0.304,0.435,0.447,19.6,9.7,10.3,0.257,0.408,0.399,37.5
"Herrin, Tim",682120,CLE,CU,Curveball,0.8,2,248,28.7,62,0.151,0.208,0.212,36.8,32.3,22.2,0.159,0.275,0.242,28.6
"Eisert, Brandon",685126,PIT,FF,4-Seam Fastball,0.2,1,273,38.8,62,0.211,0.509,0.318,28.6,30.6,22.9,0.179,0.338,0.243,45.0
"Erceg, Lucas",668674,KC,SI,Sinker,0.9,2,233,28.3,62,0.271,0.313,0.352,14.5,11.3,12.7,0.246,0.293,0.334,45.2
"Arrighetti, Spencer",681293,TOR,ST,Sweeper,-1.3,-3,218,12.1,62,0.212,0.346,0.337,26.0,25.8,26.7,0.174,0.299,0.275,16.2
"Gibson, Cade",806188,MIA,ST,Sweeper,-1.0,-2,216,27.9,62,0.316,0.474,0.362,25.9,33.9,22.1,0.264,0.385,0.293,28.9
"Legumina, Casey",668984,TB,SI,Sinker,0.9,2,226,22.3,62,0.333,0.389,0.363,10.3,6.5,11.4,0.34,0.46,0.386,35.3
"Suarez, Ranger",624133,BOS,CH,Changeup,-0.3,-1,277,13.2,62,0.2,0.35,0.248,26.3,17.7,10.0,0.255,0.369,0.282,24.5
"Thompson, Ryan",657044,AZ,SL,Slider,0.4,1,217,33.2,62,0.233,0.333,0.249,25.2,22.6,17.3,0.227,0.336,0.244,21.3
"Silseth, Chase",681217,TEX,FS,Split-Finger,-0.7,-2,246,24.8,62,0.182,0.327,0.271,37.2,30.6,18.6,0.189,0.302,0.265,30.6
"Povich, Cade",700249,BAL,FF,4-Seam Fastball,1.3,3,243,45.0,61,0.218,0.364,0.293,19.7,14.8,13.8,0.25,0.438,0.333,39.1
"Cole, Gerrit",543037,NYY,CH,Changeup,0.5,1,223,13.5,61,0.2,0.333,0.236,23.4,21.3,20.3,0.235,0.338,0.256,25.5
"Holmes, Clay",605280,CHC,CH,Changeup,1.6,3,191,14.3,61,0.18,0.197,0.168,30.7,29.5,18.8,0.219,0.278,0.216,44.2
"Morillo, Juan",666661,AZ,CH,Changeup,0.9,2,201,21.2,61,0.214,0.321,0.263,31.5,26.2,21.6,0.188,0.25,0.224,19.5
"Schweitzer, Tyler",805326,CWS,SL,Slider,-0.3,-1,211,37.3,61,0.273,0.491,0.355,25.4,14.8,19.1,0.308,0.535,0.388,46.8
"Suarez, José",660761,ATH,SL,Slider,0.8,2,280,26.2,61,0.276,0.379,0.311,28.8,24.6,25.4,0.229,0.294,0.251,25.6
"Cornelio, Riley",683000,WSH,FF,4-Seam Fastball,0.5,1,211,42.8,61,0.25,0.295,0.343,15.6,9.8,10.9,0.268,0.415,0.381,54.8
"Peterson, David",656849,CHC,CU,Curveball,-2.9,-7,231,10.4,61,0.288,0.538,0.427,32.9,31.1,25.3,0.246,0.357,0.318,50.0
"Rogers, Tyler",643511,TOR,SL,Slider,0.2,1,221,23.3,61,0.196,0.232,0.249,24.0,23.0,14.4,0.183,0.232,0.213,16.3
"Wacha, Michael",608379,KC,SL,Slider,-0.9,-2,235,8.6,61,0.293,0.466,0.338,29.5,16.4,14.5,0.276,0.394,0.301,30.6
"Cease, Dylan",656302,TOR,CH,Changeup,1.5,5,314,11.5,61,0.103,0.138,0.123,50.0,44.3,27.6,0.152,0.197,0.167,21.9
"Imanaga, Shota",684007,CHC,SI,Sinker,-1.4,-2,157,6.0,61,0.308,0.538,0.399,16.9,9.8,31.6,0.317,0.49,0.391,51.1
"Beeks, Jalen",656222,TEX,FF,4-Seam Fastball,0.1,0,207,50.9,61,0.286,0.464,0.341,14.0,18.0,19.3,0.27,0.421,0.317,44.7
"Yarbrough, Ryan",642232,NYY,CH,Changeup,-0.1,0,196,21.6,61,0.25,0.3,0.265,30.1,21.3,19.1,0.269,0.391,0.29,29.8
"Strahm, Matt",621381,KC,FF,4-Seam Fastball,-0.1,0,246,38.9,61,0.207,0.5,0.313,26.2,26.2,17.8,0.168,0.353,0.243,40.5
"Phillips, Connor",683175,CIN,FF,4-Seam Fastball,-1.9,-5,267,48.9,61,0.31,0.476,0.466,14.9,14.8,14.1,0.286,0.464,0.438,33.3
"Adams, Travis",701519,MIN,CH,Changeup,-0.5,-1,210,25.9,61,0.246,0.404,0.308,33.3,27.9,25.0,0.196,0.28,0.228,22.0
"Ribalta, Orlando",687377,WSH,SL,Slider,0.9,3,292,38.9,60,0.212,0.365,0.307,28.4,20.0,13.2,0.218,0.45,0.337,30.0
"Matthews, Zebby",805673,MIN,FC,Cutter,-1.2,-3,237,12.3,60,0.315,0.593,0.404,17.4,10.0,16.7,0.322,0.562,0.406,34.7
"Hudson, Bryan",663542,CWS,ST,Sweeper,-1.4,-4,261,27.1,60,0.321,0.396,0.346,25.0,16.7,12.3,0.222,0.262,0.248,30.4
"Baz, Shane",669358,BAL,SI,Sinker,2.8,7,245,8.9,60,0.222,0.259,0.253,15.0,5.0,10.3,0.275,0.324,0.293,37.7
"Watson, Ryan",670245,LAA,FF,4-Seam Fastball,-0.5,-1,206,19.3,60,0.288,0.385,0.348,20.8,18.3,15.1,0.262,0.415,0.344,41.5
"Shugart, Chase",663767,PHI,SI,Sinker,3.4,8,223,28.8,60,0.151,0.226,0.214,21.8,45.0,40.3,0.178,0.342,0.271,37.0
"Greene, Hunter",668881,CIN,FF,4-Seam Fastball,0.8,2,237,52.0,60,0.189,0.34,0.315,16.5,20.0,17.6,0.25,0.445,0.343,53.7
"Cecconi, Slade",677944,CLE,CU,Curveball,-1.1,-3,284,14.6,60,0.259,0.426,0.323,28.6,25.0,14.4,0.243,0.445,0.321,32.5
"Matsui, Yuki",673513,SD,SL,Slider,2.1,6,295,30.5,60,0.13,0.167,0.175,38.3,25.0,27.3,0.173,0.264,0.23,22.5
"Watson, Ryan",670245,LAA,ST,Sweeper,1.9,5,243,22.7,60,0.153,0.237,0.18,33.1,30.0,18.2,0.213,0.309,0.229,35.7
"Clarke, Taylor",664199,AZ,SI,Sinker,3.4,7,197,20.9,60,0.151,0.226,0.244,12.0,6.7,12.1,0.242,0.358,0.299,24.0
"Drohan, Shane",675660,MIL,FC,Cutter,1.3,3,220,12.0,60,0.288,0.365,0.361,16.4,3.3,10.5,0.311,0.455,0.368,33.3
"Smith, Cade",671922,CLE,FS,Split-Finger,1.9,5,274,24.4,60,0.093,0.093,0.122,44.3,45.0,23.9,0.115,0.16,0.175,31.0
"Tidwell, Blade",694918,SF,ST,Sweeper,0.4,1,270,33.5,59,0.259,0.315,0.279,33.3,28.8,18.9,0.194,0.272,0.234,23.7
"Varland, Gus",681402,WSH,SL,Slider,-3.0,-7,224,39.6,59,0.283,0.585,0.384,24.3,23.7,20.9,0.29,0.597,0.377,42.9
"Pfaadt, Brandon",694297,AZ,CU,Curveball,0.2,1,269,15.2,59,0.208,0.377,0.282,34.0,27.1,20.5,0.221,0.395,0.305,34.2
"Lambert, Peter",663567,HOU,SI,Sinker,0.6,1,227,9.6,59,0.291,0.364,0.316,10.2,8.5,21.7,0.25,0.352,0.29,36.0
"Waldron, Matt",663362,WSH,KN,Knuckleball,-2.7,-6,208,30.1,59,0.304,0.5,0.365,21.0,23.7,21.9,0.234,0.321,0.251,34.9
"Eisert, Brandon",685126,PIT,SL,Slider,-0.4,-1,249,35.4,59,0.278,0.444,0.368,34.1,27.1,16.7,0.243,0.374,0.294,25.6
"Gastelum, Luis",703725,STL,CH,Changeup,1.0,2,186,37.1,59,0.182,0.4,0.262,50.9,45.8,32.5,0.211,0.382,0.273,37.9
"Doval, Camilo",666808,PIT,FC,Cutter,-1.4,-4,259,27.1,59,0.356,0.467,0.436,17.6,8.5,10.9,0.262,0.342,0.352,41.9
"Buehler, Walker",621111,SD,CU,Curveball,-2.4,-5,200,8.5,59,0.278,0.481,0.355,29.0,28.8,18.9,0.265,0.491,0.353,40.5
"Williamson, Brandon",682227,CIN,FC,Cutter,0.9,2,213,30.8,59,0.239,0.326,0.35,25.0,22.0,31.0,0.209,0.37,0.336,47.1
"Wheeler, Zack",554430,PHI,FC,Cutter,0.2,1,242,10.3,59,0.269,0.481,0.364,22.2,18.6,26.2,0.256,0.411,0.335,43.9
"Martin, Davis",663436,CWS,CU,Curveball,0.0,0,307,14.3,59,0.167,0.296,0.228,41.3,44.1,27.7,0.2,0.336,0.26,41.4
"Burke, Brock",656271,CIN,CH,Changeup,0.0,0,196,17.6,59,0.226,0.377,0.313,29.4,20.3,16.2,0.267,0.447,0.346,36.6
"Backhus, Kyle",679775,PHI,SI,Sinker,-1.1,-2,196,55.4,59,0.365,0.442,0.404,11.2,16.9,19.2,0.31,0.462,0.376,35.7
"Bachar, Lake",669199,PIT,CU,Curveball,2.0,5,247,18.9,59,0.154,0.173,0.199,38.0,39.0,25.0,0.145,0.175,0.207,33.3
"Anderson, Grant",681982,MIL,SI,Sinker,1.6,4,219,23.9,59,0.22,0.36,0.32,8.9,5.1,12.5,0.231,0.368,0.314,41.7
"Mize, Casey",663554,SD,SI,Sinker,-0.9,-2,183,9.8,59,0.283,0.509,0.364,16.7,10.2,23.1,0.303,0.476,0.359,42.9
"Ashby, Aaron",676879,MIL,SL,Slider,2.4,4,182,12.7,58,0.13,0.185,0.176,56.8,56.9,36.3,0.109,0.134,0.147,28.6
"Gil, Luis",661563,NYY,FF,4-Seam Fastball,-1.0,-2,211,50.6,58,0.275,0.49,0.386,17.0,12.1,10.8,0.281,0.478,0.369,56.8
"Lorenzen, Michael",547179,TOR,SL,Slider,-1.0,-2,176,7.6,58,0.255,0.4,0.322,23.0,27.6,21.3,0.278,0.456,0.326,55.0
"Bachman, Sam",696147,LAA,SI,Sinker,0.0,0,236,31.0,58,0.191,0.298,0.334,20.5,19.0,15.7,0.248,0.363,0.345,38.9
"Macko, Adam",671936,TEX,FF,4-Seam Fastball,-3.1,-7,222,40.8,58,0.408,0.633,0.476,21.1,17.2,14.3,0.334,0.573,0.43,50.0
"Aleman, Franco",680916,CLE,FF,4-Seam Fastball,0.9,2,263,66.8,58,0.224,0.306,0.304,24.3,27.6,20.8,0.176,0.261,0.267,42.4
"Bassitt, Chris",605135,BAL,FC,Cutter,-1.6,-5,295,19.1,58,0.346,0.577,0.414,22.1,15.5,9.1,0.326,0.504,0.384,43.2
"Schultz, Paxton",687606,WSH,FC,Cutter,-0.6,-2,272,44.6,58,0.34,0.62,0.459,20.3,12.1,18.9,0.309,0.546,0.405,38.6
"Prielipp, Connor",687570,MIN,CH,Changeup,0.0,0,188,10.3,58,0.241,0.463,0.328,21.7,20.7,25.5,0.273,0.471,0.331,43.2
"Johnson, Seth",686751,ATH,FF,4-Seam Fastball,-1.8,-4,211,47.1,58,0.311,0.489,0.423,32.0,25.9,24.2,0.245,0.441,0.382,56.7
"Gasser, Robert",688107,MIL,FC,Cutter,0.7,2,282,18.4,58,0.265,0.531,0.386,19.6,3.4,6.7,0.315,0.507,0.4,31.3
"Garcia, Brandyn",805299,AZ,ST,Sweeper,3.2,6,188,30.9,58,0.055,0.055,0.098,48.8,58.6,34.7,0.078,0.117,0.115,14.3
"Fried, Max",608331,NYY,CH,Changeup,1.2,2,184,12.2,57,0.2,0.236,0.226,30.5,26.3,20.8,0.236,0.289,0.245,27.5
"Domínguez, Seranthony",622554,SEA,ST,Sweeper,-0.5,-1,279,27.6,57,0.189,0.377,0.29,31.3,28.1,19.5,0.175,0.339,0.247,23.7
"Armstrong, Shawn",542888,CLE,FF,4-Seam Fastball,0.3,1,189,31.7,57,0.24,0.46,0.333,23.1,28.1,21.1,0.243,0.513,0.361,48.6
"Leiter Jr., Mark",643410,ATH,FS,Split-Finger,1.0,2,181,32.8,57,0.185,0.241,0.201,45.7,54.4,27.0,0.19,0.235,0.203,25.0
"Gage, Matt",657424,SF,SL,Slider,-2.5,-6,236,44.9,57,0.313,0.667,0.46,24.8,12.3,12.7,0.313,0.601,0.432,38.1
"Pérez, Cionel",672335,NYM,SV,Slurve,0.0,0,223,31.8,57,0.226,0.358,0.315,33.3,35.1,24.1,0.2,0.308,0.253,33.3
"Sears, JP",676664,SD,FF,4-Seam Fastball,1.6,3,182,34.4,57,0.231,0.346,0.289,18.9,21.1,17.6,0.224,0.461,0.325,42.5
"Buehler, Walker",621111,SD,CH,Changeup,-5.3,-12,232,9.9,57,0.375,0.696,0.475,27.9,26.3,17.6,0.344,0.587,0.401,53.7
"Kremer, Dean",665152,MIN,FC,Cutter,0.7,1,215,17.9,57,0.245,0.415,0.311,35.4,24.6,25.9,0.219,0.367,0.281,28.2
"Raley, Brooks",548384,PHI,FC,Cutter,1.2,3,226,28.9,57,0.191,0.362,0.28,29.7,24.6,31.1,0.158,0.277,0.245,26.3
"Ureña, Walbert",700712,LAA,ST,Sweeper,0.8,2,316,14.3,57,0.148,0.185,0.167,35.9,33.3,17.8,0.21,0.331,0.239,35.1
"Martin, Davis",663436,CWS,FC,Cutter,-0.1,0,276,12.8,57,0.392,0.529,0.433,26.5,15.8,16.1,0.366,0.521,0.416,47.6
"Whitlock, Garrett",676477,BOS,SL,Slider,1.8,3,177,26.3,57,0.148,0.259,0.192,45.0,43.9,33.8,0.19,0.331,0.239,40.0
"deGrom, Jacob",594798,TEX,CH,Changeup,0.3,1,328,13.3,57,0.228,0.263,0.233,46.9,35.1,19.4,0.23,0.312,0.235,35.1
"Scholtens, Jesse",669947,TB,SL,Slider,-2.1,-5,222,30.7,57,0.278,0.611,0.436,16.4,8.8,10.2,0.356,0.641,0.438,46.9
"Hart, Kyle",606996,SD,ST,Sweeper,0.4,1,253,25.4,56,0.231,0.404,0.306,23.9,17.9,12.7,0.219,0.368,0.283,35.7
"Lugo, Seth",607625,KC,SL,Slider,-0.5,-1,253,9.3,56,0.278,0.426,0.317,23.3,25.0,16.9,0.246,0.43,0.302,40.0
"Wrobleski, Justin",680736,LAD,SI,Sinker,0.2,0,156,7.8,56,0.346,0.519,0.413,7.5,3.6,18.2,0.353,0.486,0.387,30.0
"Winn, Cole",668390,TEX,SL,Slider,0.6,1,187,23.8,56,0.167,0.333,0.24,39.8,32.1,23.4,0.219,0.338,0.247,35.1
"Kirby, George",669923,SEA,CU,Curveball,-2.6,-7,265,10.3,56,0.453,0.623,0.484,21.8,14.3,11.0,0.32,0.409,0.325,50.0
"Painter, Andrew",691725,PHI,ST,Sweeper,0.7,2,307,16.5,56,0.22,0.44,0.316,26.2,14.3,12.7,0.235,0.392,0.307,27.9
"Suarez, Robert",663158,ATL,FF,4-Seam Fastball,2.9,6,221,47.4,56,0.137,0.216,0.217,17.9,25.0,17.7,0.213,0.374,0.29,45.9
"Nunez, Anthony",689296,BAL,FF,4-Seam Fastball,-0.4,-1,265,29.6,56,0.306,0.571,0.402,22.4,14.3,11.6,0.255,0.457,0.338,39.5
"Ashcraft, Graham",668933,CIN,SL,Slider,2.0,5,233,47.7,56,0.091,0.2,0.154,43.5,50.0,35.0,0.14,0.202,0.157,33.3
"Cabrera, Edward",665795,CHC,CU,Curveball,0.4,1,252,19.7,56,0.18,0.44,0.292,34.1,37.5,24.4,0.194,0.342,0.279,43.3
"Fisher, Braydon",680755,TOR,FF,4-Seam Fastball,0.9,2,221,18.7,56,0.156,0.178,0.248,22.1,28.6,17.6,0.169,0.232,0.27,30.0
"Bird, Jake",656234,WSH,ST,Sweeper,1.2,3,260,38.3,56,0.192,0.365,0.256,35.8,33.9,25.0,0.17,0.31,0.228,26.5
"Agnos, Zach",688642,COL,SL,Slider,1.5,3,173,12.8,56,0.17,0.245,0.215,28.8,28.6,19.5,0.213,0.318,0.246,31.6
"Sugano, Tomoyuki",608372,COL,SL,Slider,-2.9,-6,210,9.2,56,0.275,0.549,0.382,20.0,21.4,13.6,0.243,0.457,0.325,32.5
"Barlow, Scott",605130,ATH,CU,Curveball,4.0,8,199,34.3,56,0.077,0.173,0.121,44.2,37.5,26.9,0.124,0.215,0.171,18.2
"Pintaro, Jonathan",702752,NYM,FC,Cutter,0.7,2,246,53.6,56,0.229,0.479,0.356,26.5,12.5,15.9,0.224,0.451,0.339,28.6
"Orze, Eric",679358,MIN,FF,4-Seam Fastball,-0.9,-2,177,26.1,56,0.279,0.442,0.397,8.2,21.4,28.6,0.239,0.401,0.356,42.4
"Yarbrough, Ryan",642232,NYY,FC,Cutter,1.8,5,255,28.1,56,0.204,0.265,0.276,18.6,10.7,11.5,0.264,0.377,0.321,25.0
"Vest, Will",676684,DET,FF,4-Seam Fastball,-1.3,-3,214,44.2,56,0.362,0.532,0.433,19.2,23.2,18.1,0.243,0.421,0.344,45.7
"Garcia, Julian",670062,CIN,FF,4-Seam Fastball,1.5,3,212,31.3,56,0.163,0.256,0.301,18.8,21.4,18.5,0.18,0.282,0.315,48.4
"Seabold, Connor",657756,KC,FF,4-Seam Fastball,-0.2,0,252,52.9,56,0.327,0.469,0.364,17.6,21.4,14.6,0.256,0.35,0.294,43.6
"Graceffo, Gordon",700669,STL,FC,Cutter,1.4,2,176,15.9,55,0.25,0.333,0.285,27.8,10.9,15.0,0.276,0.422,0.33,31.8
"Adams, Travis",701519,MIN,SL,Slider,1.6,3,190,23.5,55,0.154,0.288,0.215,40.7,40.0,26.5,0.162,0.285,0.217,26.7
"Pallette, Peyton",688883,CLE,FF,4-Seam Fastball,-0.5,-1,231,52.3,55,0.275,0.425,0.41,29.1,16.4,16.1,0.281,0.466,0.423,51.6
"Senzatela, Antonio",622608,MIL,SI,Sinker,0.3,1,207,19.3,55,0.314,0.373,0.348,8.7,5.5,8.8,0.282,0.354,0.308,43.8
"Soto, Gregory",642397,PIT,ST,Sweeper,0.5,1,173,16.9,55,0.154,0.25,0.202,45.2,56.4,38.8,0.122,0.193,0.166,28.6
"Zuber, Tyler",676604,MIA,FF,4-Seam Fastball,0.9,2,232,38.6,55,0.224,0.327,0.305,24.6,29.1,19.3,0.244,0.339,0.3,57.6
"Paredes, Mike",702474,MIN,FF,4-Seam Fastball,-2.3,-5,204,37.0,55,0.333,0.644,0.465,14.3,5.5,7.1,0.293,0.495,0.402,66.7
"Cole, Gerrit",543037,NYY,CU,Curveball,-2.2,-5,228,13.8,55,0.333,0.647,0.435,20.0,14.5,16.0,0.296,0.444,0.345,51.2
"Hader, Josh",623352,HOU,SL,Slider,1.8,4,218,36.0,55,0.143,0.184,0.204,46.7,32.7,23.1,0.199,0.352,0.284,35.5
"Alvarez, Andrew",674841,WSH,SI,Sinker,1.0,2,235,15.0,55,0.292,0.333,0.354,16.8,5.5,25.0,0.342,0.457,0.391,48.9
"Garcia, Rico",670329,BAL,CU,Curveball,2.7,6,214,23.1,55,0.132,0.189,0.149,34.3,36.4,24.7,0.16,0.245,0.184,44.1
"Schlittler, Cam",693645,NYY,CU,Curveball,-0.5,-1,266,9.6,55,0.25,0.346,0.283,43.4,34.5,19.6,0.298,0.437,0.338,51.5
"Soroka, Michael",647336,AZ,CH,Changeup,-1.0,-2,197,12.4,55,0.278,0.463,0.324,19.4,9.1,13.2,0.317,0.511,0.36,24.5
"Duran, Jhoan",661395,PHI,FF,4-Seam Fastball,2.9,7,228,26.5,55,0.128,0.149,0.206,41.2,47.3,30.2,0.139,0.17,0.217,33.3
"Cano, Yennier",666974,BAL,FS,Split-Finger,-0.6,-1,207,28.2,55,0.302,0.34,0.306,34.2,30.9,19.5,0.289,0.441,0.328,41.7
"Dobnak, Randy",677976,KC,CH,Changeup,-0.2,-1,224,21.0,55,0.25,0.385,0.277,28.2,25.5,16.3,0.25,0.326,0.263,27.5
"Lange, Alex",656638,KC,CH,Changeup,-0.9,-2,222,21.6,55,0.245,0.388,0.306,31.1,29.1,18.0,0.194,0.299,0.253,38.2
"Miles, Spencer",693686,TOR,SL,Slider,-0.2,0,218,16.2,55,0.278,0.333,0.294,17.3,21.8,16.2,0.232,0.278,0.23,31.0
"Griffin, Foster",656492,CLE,SI,Sinker,1.5,4,273,10.2,55,0.191,0.255,0.302,15.6,9.1,13.5,0.233,0.329,0.308,28.6
"Bradley, Taj",671737,MIN,CU,Curveball,-2.4,-6,249,8.9,54,0.196,0.431,0.287,34.2,53.7,22.1,0.172,0.31,0.233,31.8
"Laweryson, Cody",689520,MIN,FF,4-Seam Fastball,0.8,2,203,68.6,54,0.178,0.267,0.297,21.3,29.6,30.8,0.171,0.24,0.251,36.7
"Macko, Adam",671936,TEX,SL,Slider,0.0,0,211,38.8,54,0.28,0.42,0.349,33.3,22.2,19.7,0.249,0.409,0.312,26.3
"Giolito, Lucas",608337,SD,CH,Changeup,-1.6,-3,191,34.7,54,0.283,0.457,0.391,24.4,14.8,15.4,0.242,0.346,0.319,28.9
"Painter, Andrew",691725,PHI,SI,Sinker,-0.4,-1,174,9.3,54,0.319,0.532,0.39,9.5,5.6,12.0,0.32,0.591,0.411,37.0
"Eovaldi, Nathan",543135,TEX,SI,Sinker,-1.5,-2,142,7.1,54,0.34,0.48,0.399,10.2,3.7,14.3,0.307,0.417,0.341,33.3
